image_id,filename,label,annotator,date,source
1,clean_street_001.jpg,clean_street,A,2026-03-06,google
2,clean_street_002.jpg,clean_street,A,2026-03-06,bing
3,clean_street_003.jpg,clean_street,A,2026-03-06,bing
4,clean_street_004.jpg,clean_street,A,2026-03-06,bing
5,clean_street_005.jpg,clean_street,A,2026-03-06,bing
6,clean_street_006.jpg,clean_street,A,2026-03-06,bing
7,clean_street_007.jpg,clean_street,A,2026-03-06,bing
8,clean_street_008.jpg,clean_street,A,2026-03-06,bing
9,clean_street_009.jpg,clean_street,A,2026-03-06,flickr
10,clean_street_010.jpg,clean_street,A,2026-03-06,google
11,clean_street_011.jpg,clean_street,A,2026-03-06,google
12,clean_street_012.jpg,clean_street,A,2026-03-06,flickr
13,clean_street_013.jpg,clean_street,A,2026-03-06,bing
14,clean_street_014.jpg,clean_street,A,2026-03-06,google
15,clean_street_015.jpg,clean_street,A,2026-03-06,google
16,clean_street_016.jpg,clean_street,A,2026-03-06,google
17,clean_street_017.jpg,clean_street,A,2026-03-06,unsplash
18,clean_street_018.jpg,clean_street,A,2026-03-06,google
19,clean_street_019.jpg,clean_street,A,2026-03-06,google
20,clean_street_020.jpg,clean_street,A,2026-03-06,bing
21,clean_street_021.jpg,clean_street,A,2026-03-06,bing
22,clean_street_022.jpg,clean_street,A,2026-03-06,bing
23,clean_street_023.jpg,clean_street,A,2026-03-06,bing
24,clean_street_024.jpg,clean_street,A,2026-03-06,google
25,clean_street_025.jpg,clean_street,A,2026-03-06,google
26,clean_street_026.jpg,clean_street,A,2026-03-06,google
27,clean_street_027.jpg,clean_street,A,2026-03-06,pexels
28,clean_street_028.jpg,clean_street,A,2026-03-06,bing
29,clean_street_029.jpg,clean_street,A,2026-03-06,google
30,clean_street_030.jpg,clean_street,A,2026-03-06,bing
31,clean_street_031.jpg,clean_street,A,2026-03-06,google
32,clean_street_032.jpg,clean_street,A,2026-03-06,flickr
33,clean_street_033.jpg,clean_street,A,2026-03-06,bing
34,clean_street_034.jpg,clean_street,A,2026-03-06,bing
35,clean_street_035.jpg,clean_street,A,2026-03-06,bing
36,clean_street_036.jpg,clean_street,A,2026-03-06,bing
37,clean_street_037.jpg,clean_street,A,2026-03-06,google
38,clean_street_038.jpg,clean_street,A,2026-03-06,bing
39,clean_street_039.jpg,clean_street,A,2026-03-06,google
40,clean_street_040.jpg,clean_street,A,2026-03-06,google
41,clean_street_041.jpg,clean_street,A,2026-03-06,wikimedia
42,clean_street_042.jpg,clean_street,A,2026-03-06,bing
43,clean_street_043.jpg,clean_street,A,2026-03-06,google
44,clean_street_044.jpg,clean_street,A,2026-03-06,bing
45,clean_street_045.jpg,clean_street,A,2026-03-06,bing
46,clean_street_046.jpg,clean_street,A,2026-03-06,bing
47,clean_street_047.jpg,clean_street,A,2026-03-06,bing
48,clean_street_048.jpg,clean_street,A,2026-03-06,bing
49,clean_street_049.jpg,clean_street,A,2026-03-06,bing
50,clean_street_050.jpg,clean_street,A,2026-03-06,bing
51,clean_street_051.jpg,clean_street,A,2026-03-06,bing
52,clean_street_052.jpg,clean_street,A,2026-03-06,google
53,clean_street_053.jpg,clean_street,A,2026-03-06,google
54,clean_street_054.jpg,clean_street,A,2026-03-06,bing
55,clean_street_055.jpg,clean_street,A,2026-03-06,bing
56,clean_street_056.jpg,clean_street,A,2026-03-06,bing
57,clean_street_057.jpg,clean_street,A,2026-03-06,flickr
58,clean_street_058.jpg,clean_street,A,2026-03-06,google
59,clean_street_059.jpg,clean_street,A,2026-03-06,google
60,clean_street_060.jpg,clean_street,A,2026-03-06,google
61,clean_street_061.jpg,clean_street,A,2026-03-06,google
62,clean_street_062.jpg,clean_street,A,2026-03-06,bing
63,clean_street_063.jpg,clean_street,A,2026-03-06,bing
64,clean_street_064.jpg,clean_street,A,2026-03-06,google
65,clean_street_065.jpg,clean_street,A,2026-03-06,google
66,clean_street_066.jpg,clean_street,A,2026-03-06,bing
67,clean_street_067.jpg,clean_street,A,2026-03-06,unsplash
68,clean_street_068.jpg,clean_street,A,2026-03-06,bing
69,clean_street_069.jpg,clean_street,A,2026-03-06,bing
70,clean_street_070.jpg,clean_street,A,2026-03-06,google
71,clean_street_071.jpg,clean_street,A,2026-03-06,bing
72,clean_street_072.jpg,clean_street,A,2026-03-06,bing
73,clean_street_073.jpg,clean_street,A,2026-03-06,bing
74,clean_street_074.jpg,clean_street,A,2026-03-06,google
75,clean_street_075.jpg,clean_street,A,2026-03-06,bing
76,clean_street_076.jpg,clean_street,A,2026-03-06,bing
77,clean_street_077.jpg,clean_street,A,2026-03-06,bing
78,clean_street_078.jpg,clean_street,A,2026-03-06,bing
79,clean_street_079.jpg,clean_street,A,2026-03-06,google
80,clean_street_080.jpg,clean_street,A,2026-03-06,bing
81,clean_street_081.jpg,clean_street,A,2026-03-06,google
82,clean_street_082.jpg,clean_street,A,2026-03-06,bing
83,clean_street_083.jpg,clean_street,A,2026-03-06,flickr
84,clean_street_084.jpg,clean_street,A,2026-03-06,google
85,clean_street_085.jpg,clean_street,A,2026-03-06,bing
86,clean_street_086.jpg,clean_street,A,2026-03-06,pexels
87,clean_street_087.jpg,clean_street,A,2026-03-06,google
88,clean_street_088.jpg,clean_street,A,2026-03-06,bing
89,clean_street_089.jpg,clean_street,A,2026-03-06,bing
90,clean_street_090.jpg,clean_street,A,2026-03-06,bing
91,clean_street_091.jpg,clean_street,A,2026-03-06,unsplash
92,clean_street_092.jpg,clean_street,A,2026-03-06,bing
93,clean_street_093.jpg,clean_street,A,2026-03-06,google
94,clean_street_094.jpg,clean_street,A,2026-03-06,google
95,clean_street_095.jpg,clean_street,A,2026-03-06,flickr
96,clean_street_096.jpg,clean_street,A,2026-03-06,flickr
97,clean_street_097.jpg,clean_street,A,2026-03-06,google
98,clean_street_098.jpg,clean_street,A,2026-03-06,google
99,clean_street_099.jpg,clean_street,A,2026-03-06,google
100,clean_street_100.jpg,clean_street,A,2026-03-06,bing
101,clean_street_101.jpg,clean_street,A,2026-03-06,google
102,clean_street_102.jpg,clean_street,A,2026-03-06,bing
103,clean_street_103.jpg,clean_street,A,2026-03-06,bing
104,clean_street_104.jpg,clean_street,A,2026-03-06,bing
105,clean_street_105.jpg,clean_street,A,2026-03-06,bing
106,clean_street_106.jpg,clean_street,A,2026-03-06,bing
107,clean_street_107.jpg,clean_street,A,2026-03-06,bing
108,clean_street_108.jpg,clean_street,A,2026-03-06,bing
109,clean_street_109.jpg,clean_street,A,2026-03-06,bing
110,clean_street_110.jpg,clean_street,A,2026-03-06,bing
111,clean_street_111.jpg,clean_street,A,2026-03-06,bing
112,clean_street_112.jpg,clean_street,A,2026-03-06,google
113,clean_street_113.jpg,clean_street,A,2026-03-06,google
114,clean_street_114.jpg,clean_street,A,2026-03-06,bing
115,clean_street_115.jpg,clean_street,A,2026-03-06,bing
116,clean_street_116.jpg,clean_street,A,2026-03-06,unsplash
117,clean_street_117.jpg,clean_street,A,2026-03-06,google
118,clean_street_118.jpg,clean_street,A,2026-03-06,pexels
119,clean_street_119.jpg,clean_street,A,2026-03-06,bing
120,clean_street_120.jpg,clean_street,A,2026-03-06,bing
121,clean_street_121.jpg,clean_street,A,2026-03-06,wikimedia
122,clean_street_122.jpg,clean_street,A,2026-03-06,flickr
123,clean_street_123.jpg,clean_street,A,2026-03-06,google
124,clean_street_124.jpg,clean_street,A,2026-03-06,google
125,clean_street_125.jpg,clean_street,A,2026-03-06,google
126,clean_street_126.jpg,clean_street,A,2026-03-06,pexels
127,clean_street_127.jpg,clean_street,A,2026-03-06,google
128,clean_street_128.jpg,clean_street,A,2026-03-06,unsplash
129,clean_street_129.jpg,clean_street,A,2026-03-06,bing
130,clean_street_130.jpg,clean_street,A,2026-03-06,flickr
131,clean_street_131.jpg,clean_street,A,2026-03-06,unsplash
132,clean_street_132.jpg,clean_street,A,2026-03-06,google
133,clean_street_133.jpg,clean_street,A,2026-03-06,bing
134,clean_street_134.jpg,clean_street,A,2026-03-06,flickr
135,clean_street_135.jpg,clean_street,A,2026-03-06,flickr
136,clean_street_136.jpg,clean_street,A,2026-03-06,google
137,clean_street_137.jpg,clean_street,A,2026-03-06,google
138,clean_street_138.jpg,clean_street,A,2026-03-06,bing
139,clean_street_139.jpg,clean_street,A,2026-03-06,bing
140,clean_street_140.jpg,clean_street,A,2026-03-06,bing
141,clean_street_141.jpg,clean_street,A,2026-03-06,wikimedia
142,clean_street_142.jpg,clean_street,A,2026-03-06,bing
143,clean_street_143.jpg,clean_street,A,2026-03-06,bing
144,clean_street_144.jpg,clean_street,A,2026-03-06,pexels
145,clean_street_145.jpg,clean_street,A,2026-03-06,bing
146,clean_street_146.jpg,clean_street,A,2026-03-06,google
147,clean_street_147.jpg,clean_street,A,2026-03-06,bing
148,clean_street_148.jpg,clean_street,A,2026-03-06,bing
149,clean_street_149.jpg,clean_street,A,2026-03-06,bing
150,clean_street_150.jpg,clean_street,A,2026-03-06,bing
151,clean_street_151.jpg,clean_street,A,2026-03-06,unsplash
152,clean_street_152.jpg,clean_street,A,2026-03-06,bing
153,clean_street_153.jpg,clean_street,A,2026-03-06,google
154,clean_street_154.jpg,clean_street,A,2026-03-06,google
155,clean_street_155.jpg,clean_street,A,2026-03-06,bing
156,clean_street_156.jpg,clean_street,A,2026-03-06,unsplash
157,clean_street_157.jpg,clean_street,A,2026-03-06,wikimedia
158,clean_street_158.jpg,clean_street,A,2026-03-06,wikimedia
159,clean_street_159.jpg,clean_street,A,2026-03-06,flickr
160,clean_street_160.jpg,clean_street,A,2026-03-06,google
161,clean_street_161.jpg,clean_street,A,2026-03-06,wikimedia
162,clean_street_162.jpg,clean_street,A,2026-03-06,bing
163,clean_street_163.jpg,clean_street,A,2026-03-06,bing
164,clean_street_164.jpg,clean_street,A,2026-03-06,google
165,clean_street_165.jpg,clean_street,A,2026-03-06,bing
166,clean_street_166.jpg,clean_street,A,2026-03-06,bing
167,clean_street_167.jpg,clean_street,A,2026-03-06,flickr
168,clean_street_168.jpg,clean_street,A,2026-03-06,google
169,clean_street_169.jpg,clean_street,A,2026-03-06,bing
170,clean_street_170.jpg,clean_street,A,2026-03-06,google
171,clean_street_171.jpg,clean_street,A,2026-03-06,google
172,clean_street_172.jpg,clean_street,A,2026-03-06,bing
173,clean_street_173.jpg,clean_street,A,2026-03-06,bing
174,clean_street_174.jpg,clean_street,A,2026-03-06,bing
175,clean_street_175.jpg,clean_street,A,2026-03-06,bing
176,clean_street_176.jpg,clean_street,A,2026-03-06,flickr
177,clean_street_177.jpg,clean_street,A,2026-03-06,wikimedia
178,clean_street_178.jpg,clean_street,A,2026-03-06,google
179,clean_street_179.jpg,clean_street,A,2026-03-06,pexels
180,clean_street_180.jpg,clean_street,A,2026-03-06,google
181,clean_street_181.jpg,clean_street,A,2026-03-06,google
182,clean_street_182.jpg,clean_street,A,2026-03-06,bing
183,clean_street_183.jpg,clean_street,A,2026-03-06,google
184,clean_street_184.jpg,clean_street,A,2026-03-06,google
185,clean_street_185.jpg,clean_street,A,2026-03-06,pexels
186,clean_street_186.jpg,clean_street,A,2026-03-06,google
187,clean_street_187.jpg,clean_street,A,2026-03-06,flickr
188,clean_street_188.jpg,clean_street,A,2026-03-06,google
189,clean_street_189.jpg,clean_street,A,2026-03-06,bing
190,clean_street_190.jpg,clean_street,A,2026-03-06,flickr
191,clean_street_191.jpg,clean_street,A,2026-03-06,flickr
192,clean_street_192.jpg,clean_street,A,2026-03-06,bing
193,clean_street_193.jpg,clean_street,A,2026-03-06,google
194,clean_street_194.jpg,clean_street,A,2026-03-06,google
195,clean_street_195.jpg,clean_street,A,2026-03-06,wikimedia
