image_id,filename,label
1,clean_street_096.jpg,clean_street
2,clean_street_310.jpg,clean_street
3,clean_street_061.jpg,clean_street
4,clean_street_318.jpg,clean_street
5,clean_street_056.jpg,clean_street
6,clean_street_298.jpg,clean_street
7,clean_street_180.jpg,clean_street
8,clean_street_115.jpg,clean_street
9,clean_street_239.jpg,clean_street
10,clean_street_055.jpg,clean_street
11,clean_street_094.jpg,clean_street
12,clean_street_267.jpg,clean_street
13,clean_street_010.jpg,clean_street
14,clean_street_350.jpg,clean_street
15,clean_street_036.jpg,clean_street
16,clean_street_231.jpg,clean_street
17,clean_street_063.jpg,clean_street
18,clean_street_111.jpg,clean_street
19,clean_street_290.jpg,clean_street
20,clean_street_198.jpg,clean_street
21,clean_street_109.jpg,clean_street
22,clean_street_333.jpg,clean_street
23,clean_street_062.jpg,clean_street
24,clean_street_137.jpg,clean_street
25,clean_street_281.jpg,clean_street
26,clean_street_271.jpg,clean_street
27,clean_street_068.jpg,clean_street
28,clean_street_041.jpg,clean_street
29,clean_street_129.jpg,clean_street
30,clean_street_241.jpg,clean_street
31,clean_street_117.jpg,clean_street
32,clean_street_321.jpg,clean_street
33,clean_street_226.jpg,clean_street
34,clean_street_255.jpg,clean_street
35,clean_street_269.jpg,clean_street
36,clean_street_258.jpg,clean_street
37,clean_street_105.jpg,clean_street
38,clean_street_070.jpg,clean_street
39,clean_street_341.jpg,clean_street
40,clean_street_051.jpg,clean_street
41,clean_street_124.jpg,clean_street
42,clean_street_167.jpg,clean_street
43,clean_street_172.jpg,clean_street
44,clean_street_348.jpg,clean_street
45,clean_street_287.jpg,clean_street
46,clean_street_081.jpg,clean_street
47,clean_street_075.jpg,clean_street
48,clean_street_178.jpg,clean_street
49,clean_street_158.jpg,clean_street
50,clean_street_078.jpg,clean_street
51,clean_street_157.jpg,clean_street
52,clean_street_193.jpg,clean_street
53,clean_street_123.jpg,clean_street
54,clean_street_034.jpg,clean_street
55,clean_street_112.jpg,clean_street
56,clean_street_257.jpg,clean_street
57,clean_street_139.jpg,clean_street
58,clean_street_197.jpg,clean_street
59,clean_street_145.jpg,clean_street
60,clean_street_347.jpg,clean_street
61,clean_street_174.jpg,clean_street
62,clean_street_216.jpg,clean_street
63,clean_street_039.jpg,clean_street
64,clean_street_311.jpg,clean_street
65,clean_street_074.jpg,clean_street
66,clean_street_199.jpg,clean_street
67,clean_street_265.jpg,clean_street
68,clean_street_343.jpg,clean_street
69,clean_street_300.jpg,clean_street
70,clean_street_138.jpg,clean_street
71,clean_street_066.jpg,clean_street
72,clean_street_196.jpg,clean_street
73,clean_street_159.jpg,clean_street
74,clean_street_043.jpg,clean_street
75,clean_street_151.jpg,clean_street
76,clean_street_057.jpg,clean_street
77,clean_street_040.jpg,clean_street
78,clean_street_338.jpg,clean_street
79,clean_street_135.jpg,clean_street
80,clean_street_128.jpg,clean_street
81,clean_street_166.jpg,clean_street
82,clean_street_114.jpg,clean_street
83,clean_street_119.jpg,clean_street
84,clean_street_191.jpg,clean_street
85,clean_street_293.jpg,clean_street
86,clean_street_201.jpg,clean_street
87,clean_street_283.jpg,clean_street
88,clean_street_211.jpg,clean_street
89,clean_street_140.jpg,clean_street
90,clean_street_253.jpg,clean_street
91,clean_street_004.jpg,clean_street
92,clean_street_126.jpg,clean_street
93,clean_street_315.jpg,clean_street
94,clean_street_053.jpg,clean_street
95,clean_street_302.jpg,clean_street
96,clean_street_102.jpg,clean_street
97,clean_street_325.jpg,clean_street
98,clean_street_314.jpg,clean_street
99,clean_street_083.jpg,clean_street
100,clean_street_235.jpg,clean_street
101,clean_street_132.jpg,clean_street
102,clean_street_263.jpg,clean_street
103,clean_street_029.jpg,clean_street
104,clean_street_141.jpg,clean_street
105,clean_street_207.jpg,clean_street
106,clean_street_107.jpg,clean_street
107,clean_street_019.jpg,clean_street
108,clean_street_332.jpg,clean_street
109,clean_street_012.jpg,clean_street
110,clean_street_076.jpg,clean_street
111,clean_street_156.jpg,clean_street
112,clean_street_327.jpg,clean_street
113,clean_street_345.jpg,clean_street
114,clean_street_179.jpg,clean_street
115,clean_street_246.jpg,clean_street
116,clean_street_221.jpg,clean_street
117,clean_street_173.jpg,clean_street
118,clean_street_340.jpg,clean_street
119,clean_street_295.jpg,clean_street
120,clean_street_324.jpg,clean_street
121,clean_street_169.jpg,clean_street
122,clean_street_020.jpg,clean_street
123,clean_street_143.jpg,clean_street
124,clean_street_008.jpg,clean_street
125,clean_street_206.jpg,clean_street
126,clean_street_152.jpg,clean_street
127,clean_street_153.jpg,clean_street
128,clean_street_150.jpg,clean_street
129,clean_street_030.jpg,clean_street
130,clean_street_326.jpg,clean_street
131,clean_street_306.jpg,clean_street
132,clean_street_073.jpg,clean_street
133,clean_street_064.jpg,clean_street
134,clean_street_035.jpg,clean_street
135,clean_street_001.jpg,clean_street
136,clean_street_188.jpg,clean_street
137,clean_street_045.jpg,clean_street
138,clean_street_170.jpg,clean_street
139,clean_street_289.jpg,clean_street
140,clean_street_087.jpg,clean_street
141,clean_street_131.jpg,clean_street
142,clean_street_185.jpg,clean_street
143,clean_street_256.jpg,clean_street
144,clean_street_067.jpg,clean_street
145,clean_street_154.jpg,clean_street
146,clean_street_148.jpg,clean_street
147,clean_street_149.jpg,clean_street
148,clean_street_032.jpg,clean_street
149,clean_street_017.jpg,clean_street
150,clean_street_052.jpg,clean_street
151,clean_street_205.jpg,clean_street
152,clean_street_134.jpg,clean_street
153,clean_street_204.jpg,clean_street
154,clean_street_071.jpg,clean_street
